molecule_id,canonical_smiles,molecular_weight,logp,tpsa,h_bond_donors,h_bond_acceptors
BENCHMARK_179,NC(N)=O,60.056,-0.9762000000000002,69.11,2,1
BENCHMARK_180,O=C1Oc2ccccc2C=C1,146.14499999999998,1.793,30.21,0,2
BENCHMARK_181,Nc1ccc(cc1)[S](=O)(=O)c2ccc(N)cc2,248.307,1.6838000000000002,86.18,2,4
BENCHMARK_182,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O,402.53100000000023,4.073300000000003,88.50999999999999,1,4
BENCHMARK_183,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,336.29900000000004,2.9014000000000006,100.88000000000001,2,6
BENCHMARK_184,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,309.4940000000001,4.402200000000004,29.54,0,3
BENCHMARK_185,CC\C(c1ccc(O)cc1)=C(\CC)c2ccc(O)cc2,268.35599999999994,4.828600000000004,40.46,2,2
BENCHMARK_186,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]7(C)[C@@H](CC[C@]67O)C8=CC(=O)OC8)C4,764.9499999999998,3.247300000000002,182.82999999999998,5,13
BENCHMARK_187,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]3[C@@H](O)C[C@@H](O[C@@H]3C)O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]7(C)[C@H](CC[C@]67O)C8=CC(=O)OC8)C4,780.949,2.2181000000000015,203.05999999999997,6,14
BENCHMARK_188,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,425.9200000000002,3.353200000000001,78.82,2,3
BENCHMARK_189,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,284.428,4.239400000000003,6.48,0,3
BENCHMARK_190,CCC(=O)c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,340.4920000000001,4.832100000000005,23.550000000000004,0,4
BENCHMARK_191,CC(C)c1cccc(C(C)C)c1O,178.27499999999995,3.6390000000000025,20.23,1,1
BENCHMARK_192,CNCCCC1c2ccccc2C=Cc3ccccc13,263.384,4.301900000000003,12.03,1,1
BENCHMARK_193,O=C1C=CNN=C1,96.089,-0.23010000000000003,45.75,1,2
BENCHMARK_194,Fc1ccccc1C2=NCC(=S)N(CC(F)(F)F)c3ccc(Cl)cc23,386.8010000000001,5.026200000000003,15.6,0,2
BENCHMARK_195,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)\C=C\c6cc(OC)c(OC)c(OC)c6,634.7260000000002,4.570700000000004,117.78000000000002,1,10
BENCHMARK_196,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,608.6880000000003,4.171100000000004,117.78000000000002,1,10
BENCHMARK_197,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,238.287,1.3510999999999997,75.27000000000001,2,3
BENCHMARK_198,[H+].[Cl-].Clc1ccc2Sc3ccccc3N(CCCN4CCC5(CC4)NC(=O)CS5)c2c1,482.50200000000046,2.1044,35.58,1,5
BENCHMARK_199,OC1=C(C2CCC(CC2)c3ccc(Cl)cc3)C(=O)C(=O)c4ccccc14,366.84400000000016,5.348500000000005,54.37,1,3
BENCHMARK_200,OC(=O)CCCCCCCC(O)=O,188.22299999999998,1.8863,74.6,2,2
BENCHMARK_201,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,748.996,1.9007000000000054,180.08,5,14
